department,time_of_day,day_of_week,number_of_patients,doctor_count,emergency_cases,waiting_time_minutes
Orthopedics,5,Sunday,51,1,18,600
Neurology,22,Saturday,86,5,8,259
Emergency,11,Saturday,90,4,9,251
Cardiology,3,Tuesday,14,8,18,341
Pediatrics,12,Saturday,37,3,4,134
Pediatrics,16,Sunday,11,1,13,256
Neurology,7,Monday,7,5,9,154
Pediatrics,19,Monday,18,1,15,325
Pediatrics,2,Friday,48,5,5,173
Emergency,11,Thursday,50,9,7,139
Orthopedics,6,Monday,65,5,1,88
Neurology,11,Friday,40,2,17,361
Emergency,1,Wednesday,17,2,19,413
Orthopedics,23,Thursday,20,9,7,151
Emergency,13,Monday,84,5,4,153
General Medicine,21,Sunday,9,8,16,259
Emergency,22,Wednesday,93,4,15,416
Pediatrics,4,Friday,42,2,4,201
Orthopedics,8,Monday,54,4,16,318
Neurology,20,Monday,42,4,3,108
Neurology,10,Saturday,60,9,0,39
Orthopedics,4,Wednesday,67,6,5,171
Pediatrics,2,Monday,52,6,0,75
Cardiology,16,Tuesday,94,5,3,151
Emergency,1,Sunday,63,6,1,81
Pediatrics,23,Saturday,81,1,12,600
General Medicine,0,Saturday,48,5,13,315
Orthopedics,6,Monday,94,6,16,330
Emergency,13,Sunday,59,8,10,197
Neurology,4,Saturday,59,4,2,127
Cardiology,18,Thursday,5,5,6,100
General Medicine,10,Wednesday,12,4,9,158
Neurology,22,Thursday,8,7,10,194
Orthopedics,1,Friday,89,6,9,259
Emergency,7,Thursday,90,4,7,228
Orthopedics,8,Sunday,57,6,4,114
Emergency,2,Tuesday,62,4,1,132
Pediatrics,1,Saturday,41,8,14,295
Cardiology,6,Sunday,53,3,15,325
Pediatrics,4,Saturday,71,8,3,122
Pediatrics,20,Tuesday,23,2,15,294
Orthopedics,4,Saturday,5,6,11,215
Cardiology,19,Thursday,33,8,13,230
Emergency,12,Friday,91,1,11,600
Emergency,20,Monday,37,6,15,255
General Medicine,19,Tuesday,56,9,15,258
Neurology,5,Thursday,45,2,11,341
General Medicine,19,Sunday,27,1,1,154
General Medicine,17,Thursday,9,2,13,223
Emergency,1,Thursday,75,5,10,279
Orthopedics,5,Monday,61,6,8,215
Pediatrics,8,Wednesday,10,1,6,142
Pediatrics,2,Saturday,53,7,11,252
Pediatrics,0,Saturday,26,4,16,347
Cardiology,0,Sunday,81,9,8,208
Emergency,18,Friday,80,6,5,154
Orthopedics,4,Sunday,8,9,11,214
Cardiology,12,Wednesday,76,1,19,600
Neurology,18,Saturday,68,4,9,229
Orthopedics,11,Friday,41,2,8,236
General Medicine,15,Sunday,35,6,11,200
Orthopedics,18,Friday,41,4,0,62
Orthopedics,2,Thursday,49,9,1,59
Pediatrics,11,Tuesday,94,3,18,440
Orthopedics,4,Thursday,12,1,0,77
General Medicine,1,Monday,44,1,15,549
General Medicine,21,Saturday,97,9,15,289
Emergency,6,Friday,9,9,17,263
Orthopedics,12,Sunday,32,5,17,305
Pediatrics,14,Tuesday,85,2,12,405
Orthopedics,21,Sunday,91,9,11,220
Neurology,2,Saturday,13,8,8,166
Neurology,20,Friday,6,6,4,66
Pediatrics,19,Friday,67,7,8,169
Emergency,4,Thursday,55,6,12,290
Emergency,23,Tuesday,35,5,15,316
General Medicine,7,Tuesday,11,4,9,162
General Medicine,21,Saturday,34,7,15,265
Cardiology,0,Friday,62,4,13,333
Pediatrics,7,Tuesday,7,9,1,39
Orthopedics,23,Tuesday,55,5,18,402
Pediatrics,17,Sunday,60,8,10,197
Cardiology,19,Saturday,77,6,18,339
General Medicine,15,Thursday,14,4,10,172
Pediatrics,17,Sunday,65,3,13,302
Pediatrics,19,Sunday,54,6,14,261
General Medicine,11,Wednesday,51,1,6,360
Cardiology,12,Monday,94,2,14,449
General Medicine,12,Wednesday,5,7,7,113
Emergency,9,Tuesday,98,4,3,171
Orthopedics,6,Friday,61,5,17,319
General Medicine,13,Monday,42,1,13,419
Cardiology,23,Monday,66,2,17,508
Neurology,15,Friday,83,4,3,158
Emergency,14,Monday,93,8,1,81
Neurology,11,Friday,74,4,5,182
General Medicine,8,Monday,86,3,10,299
Emergency,7,Sunday,69,3,0,122
Orthopedics,17,Saturday,66,5,14,280
General Medicine,22,Saturday,60,3,11,326
Orthopedics,17,Wednesday,71,8,17,304
Pediatrics,12,Sunday,21,5,4,90
Neurology,17,Monday,12,7,10,176
Emergency,14,Thursday,64,8,18,318
Orthopedics,3,Friday,44,5,0,71
Cardiology,16,Sunday,85,8,16,307
Orthopedics,4,Monday,93,3,7,323
Cardiology,21,Saturday,66,7,15,286
General Medicine,15,Saturday,45,8,10,189
Emergency,8,Friday,16,7,18,284
Orthopedics,9,Thursday,97,2,10,402
Orthopedics,23,Monday,93,8,14,334
Emergency,17,Monday,58,6,7,172
Orthopedics,16,Thursday,93,3,13,355
Cardiology,17,Thursday,97,4,0,133
Orthopedics,6,Thursday,15,7,9,149
Neurology,3,Saturday,64,3,6,257
General Medicine,4,Friday,72,1,17,600
Pediatrics,22,Sunday,82,6,11,284
Cardiology,15,Thursday,50,3,1,117
Neurology,2,Friday,42,6,17,366
General Medicine,17,Wednesday,65,3,6,214
Emergency,22,Monday,21,6,19,384
Cardiology,20,Monday,70,4,11,268
Pediatrics,13,Tuesday,76,4,19,388
General Medicine,14,Wednesday,40,2,13,312
Pediatrics,16,Sunday,78,4,9,238
Emergency,0,Thursday,11,4,8,167
Emergency,20,Thursday,20,7,14,232
Cardiology,16,Sunday,18,5,19,314
Orthopedics,22,Saturday,84,8,9,231
Emergency,10,Wednesday,29,7,18,294
General Medicine,16,Thursday,8,9,18,279
Orthopedics,13,Tuesday,33,8,11,193
Neurology,19,Friday,60,9,11,208
Pediatrics,18,Monday,10,1,8,176
Orthopedics,20,Wednesday,5,3,19,297
Pediatrics,6,Monday,43,5,3,99
Orthopedics,23,Friday,5,9,0,26
Neurology,12,Wednesday,67,8,15,274
Emergency,17,Friday,61,7,0,58
Neurology,22,Thursday,71,2,12,441
Emergency,13,Sunday,69,6,2,100
Emergency,0,Thursday,69,4,11,318
Pediatrics,6,Sunday,25,5,8,155
General Medicine,7,Thursday,34,5,3,84
Neurology,17,Friday,37,4,1,65
Orthopedics,8,Friday,52,4,8,200
Neurology,0,Friday,26,4,19,396
Pediatrics,21,Monday,98,2,12,439
Emergency,16,Friday,58,1,13,498
Pediatrics,18,Thursday,8,2,2,65
Cardiology,5,Tuesday,91,7,17,397
Cardiology,2,Friday,59,1,8,500
Orthopedics,23,Tuesday,48,6,14,313
Pediatrics,4,Sunday,93,4,9,324
Orthopedics,1,Thursday,16,2,16,350
Orthopedics,19,Friday,85,3,12,325
Cardiology,3,Monday,83,7,0,87
Orthopedics,9,Monday,78,6,10,235
Cardiology,9,Sunday,56,6,4,113
Emergency,23,Tuesday,97,8,8,230
Pediatrics,20,Saturday,80,8,6,152
Orthopedics,10,Monday,69,6,6,158
Cardiology,15,Monday,69,1,1,373
Neurology,16,Monday,14,7,18,287
Orthopedics,15,Thursday,22,8,19,311
General Medicine,6,Monday,51,5,17,321
Emergency,15,Wednesday,70,4,9,231
Emergency,2,Friday,53,7,4,134
Neurology,15,Sunday,76,6,15,296
Cardiology,7,Monday,26,6,4,84
Orthopedics,11,Saturday,90,3,14,363
Cardiology,2,Saturday,30,4,15,329
Emergency,16,Monday,94,5,3,139
Cardiology,20,Monday,13,9,13,212
Emergency,17,Wednesday,25,8,16,261
Cardiology,10,Monday,99,3,16,404
Neurology,3,Monday,67,6,15,353
Pediatrics,15,Friday,10,1,8,172
Neurology,16,Saturday,18,3,1,66
Neurology,8,Wednesday,37,7,10,194
Pediatrics,5,Saturday,75,7,14,327
Pediatrics,23,Wednesday,28,2,2,119
Orthopedics,19,Saturday,77,3,15,364
Orthopedics,1,Monday,79,7,18,414
Neurology,8,Saturday,91,6,5,166
Neurology,20,Saturday,55,7,13,249
Emergency,5,Wednesday,6,9,4,97
Emergency,2,Sunday,19,8,4,90
Orthopedics,19,Tuesday,39,6,5,122
General Medicine,5,Wednesday,40,4,17,389
General Medicine,6,Wednesday,96,9,17,315
Orthopedics,0,Wednesday,43,7,18,370
Emergency,22,Thursday,8,5,1,48
Emergency,0,Sunday,68,2,16,512
General Medicine,4,Thursday,78,9,0,58
Cardiology,5,Thursday,10,7,8,156
Cardiology,12,Wednesday,61,9,12,223
Emergency,1,Tuesday,34,9,3,79
Cardiology,14,Wednesday,78,5,4,143
Pediatrics,14,Monday,71,7,17,312
Orthopedics,12,Tuesday,94,5,9,244
Orthopedics,13,Thursday,19,3,3,93
Emergency,21,Saturday,21,8,12,208
Neurology,6,Saturday,95,8,12,245
General Medicine,13,Sunday,22,9,16,261
Emergency,23,Friday,23,6,7,158
Cardiology,9,Sunday,80,2,3,256
General Medicine,16,Tuesday,92,3,2,197
Neurology,13,Thursday,73,6,10,218
Cardiology,7,Tuesday,28,1,11,309
Pediatrics,3,Tuesday,95,2,8,450
Cardiology,15,Saturday,52,8,14,257
Pediatrics,23,Wednesday,34,8,12,255
General Medicine,12,Monday,19,6,4,80
Pediatrics,21,Friday,51,3,4,159
General Medicine,19,Thursday,48,2,18,399
General Medicine,17,Tuesday,31,6,10,174
General Medicine,13,Friday,88,1,8,567
General Medicine,17,Tuesday,68,6,2,98
General Medicine,4,Saturday,45,9,17,346
Cardiology,8,Monday,72,7,12,243
General Medicine,2,Saturday,9,9,11,218
Cardiology,7,Friday,57,2,8,267
General Medicine,19,Thursday,12,5,9,160
Pediatrics,21,Tuesday,26,9,12,208
General Medicine,9,Monday,11,7,19,302
Neurology,21,Saturday,26,9,19,309
General Medicine,18,Friday,50,6,12,231
General Medicine,20,Saturday,34,7,8,161
Pediatrics,2,Tuesday,20,5,9,200
Orthopedics,10,Tuesday,83,6,18,349
Pediatrics,10,Thursday,9,1,5,132
Neurology,16,Monday,71,1,6,457
Orthopedics,15,Wednesday,27,2,14,287
Emergency,6,Saturday,65,4,18,354
Emergency,3,Tuesday,78,9,13,298
Neurology,22,Friday,9,7,15,293
Pediatrics,18,Saturday,27,6,13,228
Cardiology,11,Thursday,83,1,19,600
Neurology,14,Thursday,86,5,1,110
Orthopedics,10,Tuesday,29,4,8,171
Orthopedics,4,Tuesday,12,5,2,52
General Medicine,4,Tuesday,99,9,5,163
Emergency,14,Sunday,25,3,4,112
Orthopedics,17,Wednesday,6,4,13,217
Neurology,10,Tuesday,26,8,14,245
Orthopedics,11,Saturday,76,3,17,396
Neurology,1,Saturday,91,3,16,478
Cardiology,19,Sunday,76,9,8,163
General Medicine,14,Sunday,72,5,18,361
Emergency,19,Monday,68,1,8,465
Orthopedics,3,Friday,98,7,15,366
Neurology,21,Tuesday,23,7,5,100
Pediatrics,17,Saturday,91,6,7,190
Emergency,5,Sunday,86,6,2,127
Cardiology,22,Saturday,57,3,4,208
Neurology,18,Saturday,97,3,6,257
General Medicine,10,Sunday,91,9,0,61
General Medicine,23,Wednesday,56,1,3,399
Cardiology,1,Sunday,51,7,15,329
Cardiology,7,Sunday,86,7,13,265
General Medicine,10,Friday,58,8,0,44
Orthopedics,4,Sunday,48,6,3,120
Orthopedics,17,Thursday,11,8,9,150
Neurology,22,Sunday,96,1,10,600
Pediatrics,17,Saturday,5,1,6,118
Neurology,13,Tuesday,67,9,3,90
Pediatrics,21,Saturday,43,4,0,59
Cardiology,9,Friday,23,3,0,48
Emergency,2,Thursday,35,6,16,326
Neurology,8,Sunday,81,9,9,193
Neurology,2,Wednesday,28,4,4,130
Pediatrics,10,Monday,73,9,6,148
Cardiology,11,Sunday,91,5,7,210
Cardiology,11,Tuesday,87,7,1,91
Pediatrics,2,Monday,69,3,8,298
Cardiology,20,Wednesday,37,3,3,115
General Medicine,6,Friday,63,3,11,288
Orthopedics,13,Friday,37,8,10,185
General Medicine,23,Wednesday,36,6,4,134
Emergency,10,Saturday,63,9,11,218
Neurology,6,Wednesday,96,9,3,110
Emergency,20,Sunday,45,8,12,220
Neurology,9,Tuesday,16,1,0,94
Orthopedics,10,Thursday,77,6,17,337
Cardiology,14,Sunday,15,4,3,66
General Medicine,18,Sunday,23,4,3,90
Pediatrics,15,Sunday,58,3,7,213
General Medicine,21,Monday,61,9,19,334
Orthopedics,20,Monday,46,2,5,196
Emergency,19,Friday,75,1,3,426
Pediatrics,11,Sunday,35,3,3,115
Cardiology,17,Saturday,56,4,10,234
Orthopedics,22,Friday,6,4,8,157
Pediatrics,12,Tuesday,87,6,13,275
Orthopedics,4,Wednesday,42,1,3,310
Orthopedics,3,Monday,36,1,12,446
Cardiology,13,Sunday,14,2,5,129
Neurology,7,Tuesday,12,4,12,203
Pediatrics,8,Friday,94,7,2,111
Cardiology,18,Friday,98,6,6,182
Orthopedics,2,Monday,79,9,0,66
Cardiology,4,Friday,24,7,10,208
Neurology,20,Saturday,24,5,1,52
General Medicine,17,Friday,13,6,4,79
Pediatrics,0,Thursday,76,9,13,307
Neurology,7,Wednesday,19,1,12,282
Emergency,18,Friday,92,9,15,291
Pediatrics,16,Thursday,67,6,14,285
Neurology,16,Tuesday,95,4,2,164
Orthopedics,10,Friday,25,5,5,105
Pediatrics,1,Saturday,9,1,8,204
Pediatrics,5,Tuesday,39,7,2,84
Cardiology,21,Sunday,89,8,12,245
Orthopedics,13,Friday,72,5,12,264
Emergency,2,Monday,52,2,6,283
General Medicine,11,Thursday,84,8,4,122
Neurology,3,Thursday,99,7,7,219
Cardiology,11,Monday,94,9,7,168
Neurology,12,Wednesday,66,4,6,190
Emergency,1,Sunday,39,9,18,362
Emergency,1,Saturday,74,4,6,243
Pediatrics,14,Thursday,25,3,3,101
Emergency,22,Tuesday,84,3,9,346
Neurology,16,Saturday,43,2,12,294
Orthopedics,6,Thursday,38,3,3,117
Orthopedics,13,Sunday,19,8,18,294
Pediatrics,11,Wednesday,10,8,9,151
General Medicine,16,Sunday,70,2,6,281
Neurology,13,Tuesday,92,2,4,301
Neurology,5,Sunday,60,2,2,224
Emergency,18,Saturday,53,7,1,64
Neurology,23,Tuesday,96,6,10,286
Cardiology,5,Monday,5,1,9,208
General Medicine,17,Friday,69,2,12,360
Emergency,23,Monday,32,1,6,323
Cardiology,4,Saturday,24,7,9,185
Pediatrics,23,Friday,52,6,3,116
Orthopedics,23,Monday,76,2,19,583
Pediatrics,5,Friday,69,2,15,486
Orthopedics,1,Thursday,94,2,19,600
Pediatrics,7,Sunday,55,8,5,129
Neurology,14,Tuesday,47,7,8,167
Cardiology,14,Friday,53,1,12,449
Orthopedics,10,Thursday,29,4,6,131
Emergency,21,Sunday,78,4,17,355
Cardiology,21,Sunday,80,7,13,261
Emergency,23,Wednesday,45,2,4,228
Cardiology,0,Monday,75,4,12,339
Cardiology,17,Wednesday,68,1,7,453
Pediatrics,11,Saturday,65,4,14,306
Orthopedics,11,Thursday,16,1,18,362
Orthopedics,10,Wednesday,85,2,8,342
Cardiology,7,Wednesday,73,2,5,271
Neurology,6,Sunday,18,3,13,226
Neurology,22,Thursday,38,8,9,205
Emergency,20,Sunday,52,6,8,180
Emergency,1,Tuesday,65,6,16,358
Pediatrics,10,Friday,85,9,12,235
Cardiology,21,Saturday,39,8,16,265
Emergency,9,Saturday,69,2,18,450
Emergency,2,Monday,63,6,12,287
General Medicine,19,Sunday,40,1,8,339
Cardiology,9,Friday,83,9,0,54
Pediatrics,17,Monday,23,4,0,40
Emergency,13,Saturday,46,4,4,134
Pediatrics,17,Friday,73,9,7,145
Orthopedics,23,Wednesday,23,3,17,365
Pediatrics,7,Tuesday,43,5,3,93
Neurology,9,Wednesday,73,1,0,370
Neurology,21,Tuesday,56,6,14,262
Pediatrics,12,Sunday,16,3,19,319
Neurology,20,Thursday,87,1,3,485
Orthopedics,7,Monday,51,6,8,170
Cardiology,3,Monday,80,2,19,600
Neurology,3,Thursday,40,8,9,207
Neurology,4,Friday,67,2,14,481
Pediatrics,0,Thursday,80,4,2,169
Orthopedics,16,Sunday,86,3,1,171
Cardiology,1,Saturday,55,9,4,128
Pediatrics,7,Thursday,47,2,0,122
Pediatrics,6,Tuesday,38,3,10,230
General Medicine,14,Saturday,53,7,11,208
Orthopedics,4,Thursday,22,4,2,84
Cardiology,1,Monday,65,6,15,353
Orthopedics,6,Wednesday,61,3,13,297
Cardiology,7,Tuesday,97,1,11,600
Orthopedics,6,Sunday,9,6,19,302
Pediatrics,6,Tuesday,93,4,15,345
Pediatrics,13,Friday,28,2,7,186
Emergency,20,Wednesday,97,7,16,328
Neurology,17,Tuesday,68,5,16,313
General Medicine,5,Thursday,63,6,6,190
Orthopedics,3,Tuesday,42,6,14,309
General Medicine,9,Tuesday,37,9,8,144
Emergency,17,Tuesday,14,2,3,88
Neurology,11,Friday,41,6,7,150
Orthopedics,15,Tuesday,91,9,9,203
Cardiology,6,Tuesday,15,4,14,243
Neurology,5,Friday,28,6,17,342
Pediatrics,4,Saturday,92,7,13,327
Emergency,2,Wednesday,75,1,4,517
Neurology,11,Sunday,25,5,8,159
Neurology,14,Saturday,24,4,12,216
Pediatrics,9,Monday,14,2,18,309
Orthopedics,19,Friday,93,2,10,391
Cardiology,18,Friday,51,2,11,296
Pediatrics,15,Tuesday,51,7,2,75
Cardiology,10,Tuesday,19,4,1,54
Orthopedics,7,Sunday,48,6,14,250
Neurology,2,Monday,66,7,4,140
Cardiology,22,Tuesday,10,9,6,126
Emergency,6,Thursday,70,2,3,232
Emergency,22,Tuesday,80,9,4,136
Pediatrics,6,Tuesday,8,5,15,248
Orthopedics,13,Thursday,27,6,14,249
Pediatrics,1,Monday,17,6,15,305
Pediatrics,9,Thursday,85,3,3,193
General Medicine,18,Friday,35,7,5,119
Pediatrics,8,Thursday,20,7,17,273
General Medicine,15,Wednesday,45,8,2,71
Emergency,18,Friday,94,5,4,170
Emergency,17,Tuesday,96,2,1,275
Pediatrics,8,Sunday,5,3,15,248
Emergency,15,Friday,16,9,5,90
Orthopedics,12,Monday,60,6,14,274
General Medicine,9,Monday,54,8,17,298
General Medicine,19,Thursday,24,8,5,105
Pediatrics,13,Friday,70,5,12,261
Emergency,11,Tuesday,40,1,12,397
Cardiology,18,Monday,83,6,0,79
General Medicine,6,Saturday,42,7,15,270
Pediatrics,22,Tuesday,26,9,3,80
Pediatrics,14,Saturday,65,2,16,418
Orthopedics,15,Wednesday,54,2,17,389
Neurology,7,Saturday,63,1,15,553
Neurology,9,Monday,24,5,0,36
General Medicine,3,Thursday,40,2,5,223
Orthopedics,18,Wednesday,19,3,10,181
Orthopedics,18,Friday,66,2,5,247
Orthopedics,20,Tuesday,7,4,16,265
General Medicine,14,Monday,97,3,3,212
Neurology,13,Wednesday,95,9,13,250
Orthopedics,0,Wednesday,9,2,13,266
Emergency,15,Monday,60,7,19,344
Pediatrics,9,Friday,35,3,7,175
Pediatrics,18,Friday,90,8,1,88
Cardiology,21,Thursday,39,4,4,122
Cardiology,2,Sunday,75,4,3,173
General Medicine,4,Saturday,74,9,9,234
General Medicine,8,Friday,30,3,19,342
Pediatrics,17,Thursday,5,7,2,39
Emergency,10,Saturday,87,1,15,600
Neurology,15,Wednesday,11,7,9,155
Neurology,1,Monday,40,2,14,389
General Medicine,11,Friday,80,6,3,120
Emergency,21,Thursday,88,9,0,66
General Medicine,5,Wednesday,91,6,14,351
Neurology,10,Friday,29,3,9,188
General Medicine,7,Tuesday,98,1,19,600
Orthopedics,11,Sunday,63,4,17,342
General Medicine,1,Wednesday,65,4,15,384
Pediatrics,8,Friday,33,8,8,154
General Medicine,14,Wednesday,99,7,18,352
Pediatrics,1,Monday,22,7,16,316
Emergency,0,Monday,45,7,9,220
Neurology,9,Sunday,23,2,18,338
Cardiology,1,Monday,8,9,7,145
Cardiology,11,Saturday,69,6,18,331
Neurology,22,Tuesday,45,2,4,208
Cardiology,7,Monday,19,1,1,124
General Medicine,4,Tuesday,58,1,14,600
Emergency,21,Monday,68,1,16,592
Emergency,0,Saturday,76,4,9,293
Neurology,14,Wednesday,19,4,1,53
Cardiology,5,Friday,83,9,8,212
General Medicine,11,Friday,54,1,1,287
Emergency,7,Monday,26,3,17,312
Emergency,12,Friday,22,3,11,219
Orthopedics,18,Monday,84,8,14,275
Orthopedics,0,Monday,6,2,19,371
Emergency,10,Sunday,40,6,5,120
Neurology,19,Thursday,24,4,17,295
Pediatrics,0,Thursday,20,6,12,256
Pediatrics,7,Sunday,71,5,3,127
General Medicine,4,Thursday,34,9,11,237
Emergency,16,Tuesday,59,9,8,168
Emergency,7,Thursday,70,1,1,379
Emergency,9,Monday,30,3,15,285
Neurology,1,Saturday,61,1,0,369
Orthopedics,8,Saturday,73,6,3,118
Emergency,23,Wednesday,6,3,14,282
Emergency,22,Thursday,60,1,19,600
Cardiology,2,Saturday,88,6,0,103
Neurology,17,Thursday,66,5,19,361
General Medicine,6,Wednesday,38,8,14,232
Emergency,14,Saturday,60,2,2,192
Cardiology,20,Monday,59,8,12,234
Pediatrics,21,Tuesday,24,5,17,289
General Medicine,19,Sunday,54,8,12,213
Emergency,17,Sunday,29,4,9,183
Emergency,2,Sunday,88,4,19,493
Cardiology,22,Thursday,29,4,6,158
Neurology,13,Saturday,57,6,7,161
Emergency,23,Saturday,18,4,0,37
Pediatrics,1,Wednesday,64,9,17,361
Emergency,13,Monday,47,9,11,199
Pediatrics,21,Friday,66,3,17,382
General Medicine,10,Saturday,80,7,11,239
General Medicine,15,Tuesday,73,5,19,365
Orthopedics,7,Wednesday,67,9,8,174
Orthopedics,6,Saturday,6,2,1,32
Pediatrics,10,Saturday,58,3,13,297
Neurology,2,Wednesday,20,5,3,94
Emergency,16,Wednesday,59,5,14,279
Emergency,13,Thursday,98,7,16,321
Orthopedics,5,Saturday,47,8,18,373
Pediatrics,7,Friday,65,8,5,123
Emergency,21,Tuesday,42,1,8,346
Emergency,4,Monday,49,1,16,598
Neurology,7,Monday,55,3,14,311
Cardiology,1,Friday,46,1,4,366
Orthopedics,14,Wednesday,28,1,17,407
Orthopedics,11,Wednesday,34,8,3,75
Cardiology,16,Wednesday,41,1,1,228
Emergency,0,Saturday,57,9,18,367
Neurology,14,Wednesday,67,2,4,234
Neurology,13,Wednesday,15,9,3,62
Orthopedics,19,Saturday,82,7,4,129
Neurology,21,Saturday,27,9,18,290
General Medicine,15,Friday,84,3,12,330
Cardiology,8,Thursday,54,1,15,502
Emergency,0,Saturday,89,1,11,600
General Medicine,16,Tuesday,59,6,8,182
Cardiology,12,Wednesday,59,7,15,278
Pediatrics,20,Thursday,8,9,13,209
Orthopedics,20,Monday,58,6,0,61
Neurology,4,Friday,65,5,19,424
Pediatrics,9,Thursday,82,2,3,254
Neurology,5,Saturday,87,2,8,415
General Medicine,23,Wednesday,9,8,18,342
Emergency,18,Wednesday,99,1,13,600
Emergency,12,Wednesday,22,8,11,185
Emergency,0,Thursday,48,7,3,103
Neurology,19,Wednesday,35,7,6,130
Pediatrics,14,Saturday,98,5,16,342
Emergency,13,Thursday,25,3,0,56
Pediatrics,7,Wednesday,51,7,13,241
Neurology,9,Monday,34,7,14,240
General Medicine,8,Monday,59,7,11,211
Pediatrics,16,Tuesday,72,2,11,354
General Medicine,8,Wednesday,73,3,5,209
Neurology,2,Wednesday,45,3,12,317
Neurology,10,Thursday,49,4,15,300
Orthopedics,11,Thursday,78,9,13,252
Neurology,9,Sunday,95,1,6,579
Neurology,16,Wednesday,84,7,15,299
Cardiology,16,Tuesday,34,7,8,151
Emergency,10,Wednesday,81,4,13,310
Orthopedics,21,Saturday,89,1,6,555
Orthopedics,3,Thursday,49,3,11,313
Orthopedics,6,Wednesday,49,5,2,87
Cardiology,20,Thursday,83,2,13,409
General Medicine,13,Wednesday,88,7,18,343
Neurology,6,Friday,88,7,10,226
Emergency,23,Thursday,49,5,4,143
Pediatrics,7,Tuesday,59,6,12,233
General Medicine,0,Friday,63,1,9,556
Neurology,23,Saturday,9,4,6,139
Cardiology,21,Wednesday,36,4,16,290
Neurology,3,Sunday,10,8,15,295
Neurology,11,Saturday,98,2,7,360
Cardiology,23,Thursday,30,1,16,482
Orthopedics,2,Friday,41,7,12,266
Orthopedics,12,Saturday,17,6,10,175
Emergency,19,Tuesday,97,5,19,390
Emergency,5,Sunday,73,8,17,375
Orthopedics,10,Thursday,29,2,4,142
General Medicine,22,Friday,17,2,5,154
Pediatrics,3,Saturday,92,9,19,413
Neurology,19,Friday,99,1,13,600
Pediatrics,15,Friday,24,6,11,194
Neurology,6,Saturday,76,3,3,176
Orthopedics,21,Monday,64,5,6,166
Emergency,10,Wednesday,77,8,10,213
General Medicine,23,Thursday,25,7,19,377
Emergency,0,Thursday,65,4,1,126
Pediatrics,6,Sunday,88,8,3,112
Emergency,11,Sunday,83,2,6,304
Orthopedics,6,Sunday,30,7,0,35
General Medicine,22,Thursday,58,5,14,338
Pediatrics,6,Friday,46,6,19,333
General Medicine,9,Sunday,15,3,7,140
Neurology,15,Saturday,41,7,4,94
Emergency,7,Wednesday,15,7,13,218
General Medicine,8,Tuesday,31,2,17,341
Cardiology,8,Thursday,98,1,2,517
Emergency,1,Saturday,87,2,1,291
Neurology,12,Wednesday,38,8,15,258
General Medicine,12,Wednesday,42,3,13,270
Pediatrics,22,Monday,65,4,15,385
Neurology,22,Saturday,91,8,10,257
Cardiology,3,Thursday,57,3,16,409
General Medicine,23,Sunday,69,6,2,123
Orthopedics,11,Friday,7,2,4,89
Emergency,16,Sunday,71,3,2,153
Pediatrics,1,Wednesday,32,1,14,456
Orthopedics,12,Wednesday,18,9,4,76
General Medicine,17,Tuesday,56,4,2,103
General Medicine,14,Sunday,34,6,5,106
Neurology,7,Monday,62,7,13,252
General Medicine,14,Wednesday,58,2,1,166
Pediatrics,0,Wednesday,73,8,17,366
Orthopedics,19,Friday,19,9,5,94
Pediatrics,9,Friday,42,2,4,187
Cardiology,11,Tuesday,82,5,13,289
Cardiology,4,Saturday,18,2,16,359
Emergency,8,Tuesday,61,5,10,216
Emergency,22,Tuesday,63,7,0,68
Cardiology,7,Friday,12,6,9,155
General Medicine,15,Sunday,76,4,8,221
Pediatrics,13,Sunday,23,2,19,351
Cardiology,12,Sunday,36,7,11,197
Emergency,22,Saturday,99,9,0,78
Cardiology,20,Friday,33,1,17,429
General Medicine,12,Monday,45,3,11,246
Cardiology,4,Thursday,79,7,1,96
Pediatrics,15,Thursday,49,9,0,41
Orthopedics,10,Monday,17,5,0,21
General Medicine,21,Sunday,31,7,0,29
Emergency,4,Thursday,23,7,11,231
Pediatrics,12,Saturday,30,4,6,134
Cardiology,10,Friday,57,5,3,118
Cardiology,18,Thursday,55,2,19,438
Orthopedics,2,Saturday,41,8,3,104
Emergency,14,Friday,13,1,14,288
Emergency,6,Saturday,96,2,0,254
Neurology,6,Monday,56,3,5,178
Emergency,5,Tuesday,58,7,13,292
Orthopedics,2,Monday,7,6,13,249
Neurology,12,Thursday,73,7,9,189
Neurology,6,Friday,12,5,6,110
Cardiology,4,Saturday,18,4,11,235
Cardiology,22,Thursday,7,7,18,340
Emergency,17,Thursday,28,3,8,189
Neurology,21,Tuesday,17,7,2,48
Cardiology,7,Sunday,47,2,3,171
Orthopedics,16,Thursday,33,8,12,221
Cardiology,19,Tuesday,76,6,9,204
General Medicine,0,Friday,55,3,13,349
General Medicine,13,Friday,46,3,5,160
Cardiology,16,Saturday,35,5,7,146
Neurology,9,Sunday,67,3,18,397
Neurology,11,Tuesday,30,6,9,170
Pediatrics,15,Monday,22,2,4,119
General Medicine,13,Friday,86,8,4,125
Orthopedics,15,Sunday,61,9,4,104
Neurology,7,Saturday,11,7,8,130
Emergency,22,Monday,52,3,8,262
General Medicine,9,Friday,84,4,14,327
Orthopedics,16,Friday,64,2,8,283
Orthopedics,17,Saturday,37,9,13,219
Neurology,19,Saturday,7,5,5,90
